id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,country
1483300570,2015/1/16,905000,4,2.5,3300,10250,1,USA
3422049190,2015/1/17,247500,3,1.75,1960,15681,1,USA
1099611230,2015/1/18,199000,4,1.5,1160,6400,1,USA
722079104,2015/1/19,314000,3,1.75,1810,41800,1,USA
7338200240,2015/1/20,437500,3,2.5,2320,36847,2,USA
1952200240,2015/1/21,850830,3,2.5,2070,13241,1.5,USA
5200100125,2015/1/22,555000,3,2,1980,3478,1.5,USA
7214720075,2015/1/23,699950,3,2.25,2190,107593,2,USA
2450000295,2015/1/24,1088000,3,2.5,2920,8113,2,USA
6197800045,2015/1/25,290000,3,1,1210,33919,1,USA
1328310370,2015/1/26,375000,3,2.5,2340,10005,1,USA
546000875,2015/1/27,460000,3,1,1670,4005,1.5,USA
3530510041,2015/1/28,188500,2,1.75,1240,2493,1,USA
1853000400,2015/1/29,680000,4,2.5,3140,28037,2,USA
3134100116,2015/1/30,470000,5,1.75,2030,12342,2,USA
9545230140,2015/1/31,597750,4,2.5,2310,9624,2,USA
3362400511,2015/2/1,570000,3,1.75,1260,3328,1,USA
2525310310,2015/2/2,272500,3,1.75,1540,12600,1,USA
6126500060,2015/2/3,329950,3,1.75,2080,5969,1,USA
8961960160,2015/2/4,480000,4,2.5,3230,16171,2,USA
3626039325,2015/2/5,740500,3,3.5,4380,6350,2,USA
3362400431,2015/2/6,518500,3,3.5,1590,1102,3,USA
4060000240,2015/2/7,205425,2,1,880,6780,1,USA
3454800060,2015/2/8,171800,4,2,1570,9600,1,USA
1695900060,2015/2/9,535000,4,1,1610,2982,1.5,USA
7278700070,2015/2/10,660000,3,2.5,2400,6474,1,USA
6675500070,2015/2/11,391500,3,2,1450,9132,1,USA
3626039187,2015/2/12,395000,2,1,770,6000,1,USA
3524049083,2015/2/13,445000,4,1.75,2100,4400,1.5,USA
3275860240,2015/2/14,770000,3,2.25,2910,10204,2,USA
4389200955,2015/2/15,1450000,4,2.75,2750,17789,1.5,USA
4058801670,2015/2/16,445000,3,2.25,2100,8201,1,USA
8732020310,2015/2/17,260000,4,2.25,2160,8811,1,USA
2331300505,2015/2/18,822500,5,3.5,2320,4960,2,USA
7853210060,2015/2/19,430000,4,2.5,2070,4310,2,USA
3668000070,2015/2/20,212000,3,1.75,1060,7875,1,USA
9545240070,2015/2/21,660500,4,2.25,2010,9603,1,USA
1243100136,2015/2/22,784000,3,3.5,3950,111078,1.5,USA
8929000270,2015/2/23,453246,3,2.5,2010,2287,2,USA
2767602356,2015/2/24,675000,4,3.5,2140,2278,3,USA
921049315,2015/2/25,199000,3,1.75,1320,17390,1,USA
3655000070,2015/2/26,220000,4,1.75,2020,7840,1,USA
4027700812,2015/2/27,452000,4,2.25,2590,10002,1,USA
3992700335,2015/2/28,382500,2,1,1190,4440,1,USA
2767603505,2015/3/1,519950,3,2.25,1170,1249,3,USA
4232901525,2015/3/2,665000,2,1,1110,3200,1,USA
1777500060,2015/3/3,527700,5,2.5,2820,9375,1,USA
1432900240,2015/3/4,205000,3,1,1610,8579,1,USA
6140100875,2015/3/5,420000,3,1,1060,8097,1,USA
6071600370,2015/3/6,500000,4,2.25,2030,8517,1,USA
1526069017,2015/3/7,921500,4,2.5,3670,315374,2,USA
809001525,2015/3/8,890000,4,1,2550,4000,2,USA
3224079105,2015/3/9,430000,2,2.5,2420,60984,2,USA
8075400570,2015/3/10,258000,5,2,2260,12500,1,USA
1994200024,2015/3/11,511000,3,1,1430,3455,1,USA
3362900810,2015/3/12,532170,3,2,1360,3090,2,USA
1324300398,2015/3/13,560000,3,1,1110,5000,1.5,USA
537000445,2015/3/14,282950,3,1,1250,8200,1,USA
7855801670,2015/3/15,2250000,4,3.25,5180,19850,2,USA
7920100045,2015/3/16,350000,1,1,700,5100,1,USA
8960000030,2015/3/17,215000,3,1,1180,7669,1,USA
6388930390,2015/3/18,650000,5,3.5,3960,25245,2,USA
8731900200,2015/3/19,320000,4,2.75,2640,7500,1,USA
8029200135,2015/3/20,247000,3,2,1270,7198,1.5,USA
1081200350,2015/3/21,320000,4,1.75,1760,11180,1,USA
84000105,2015/3/22,255000,5,2.25,2060,8632,1,USA
3756500060,2015/3/23,438000,3,1.75,1780,9660,1,USA
7215720160,2015/3/24,900000,3,2.5,3400,16603,2,USA
3574800520,2015/3/25,441000,3,2.75,1910,7280,1,USA
2617300160,2015/3/26,420000,3,2,2020,38332,1,USA
2558660270,2015/3/27,370000,3,1.75,1580,7000,1,USA
2009000370,2015/3/28,269950,2,1.75,1340,7250,1,USA
1836980160,2015/3/29,807100,4,2.5,2680,4499,2,USA
3261020370,2015/3/30,653000,3,2.5,2680,9750,1,USA
1755700060,2015/3/31,371500,3,2,1370,8336,1,USA
4330600435,2015/4/1,284000,3,1.75,1560,21000,1,USA
9542800700,2015/4/2,272000,3,1.75,2160,7140,1,USA
1999700045,2015/4/3,313000,3,1.5,1340,7912,1.5,USA
1762600070,2015/4/4,917500,4,2.5,3880,35003,2,USA
1687900520,2015/4/5,673000,4,2.25,2590,8190,2,USA
7234600798,2015/4/6,425000,3,2.5,1120,1100,2,USA
3881900445,2015/4/7,399950,5,2.75,1970,5400,1,USA
2254502445,2015/4/8,385000,3,1,1220,4800,1,USA
5437810320,2015/4/9,269950,3,1.5,1950,7560,1,USA
9158100075,2015/4/10,330000,2,1,1350,8220,1,USA
3830630310,2015/4/11,260000,3,2.5,1670,5797,2,USA
8123100045,2015/4/12,470000,4,3,2380,5125,1.5,USA
3127200041,2015/4/13,589000,4,3,2440,9600,2,USA
6661200320,2015/4/14,163500,2,1.5,1050,3419,2,USA
11510310,2015/4/15,835000,4,2.75,3130,13412,2,USA
825059270,2015/4/16,1095000,5,3,4090,12850,1,USA
8731951370,2015/4/17,269000,4,1.75,1490,10000,1,USA
1954440060,2015/4/18,560000,3,2.5,1900,8744,2,USA
2264500350,2015/4/19,615000,4,1,1330,2400,1.5,USA
1115810060,2015/4/20,585188,3,2.25,2230,10026,1,USA
9477200200,2015/4/21,305000,3,1.75,1650,9480,1,USA
1432600560,2015/4/22,166950,3,1,1190,8820,1,USA
2287000060,2015/4/23,799000,3,2.5,2140,9897,1,USA
3663500060,2015/4/24,400000,3,2.5,2180,7508,1,USA
3996900125,2015/4/25,230000,3,1,1060,10228,1,USA
7796450200,2015/4/26,256883,3,2.5,1690,5025,2,USA
7549802535,2015/4/27,423000,4,2,1970,6480,1.5,USA
3278600320,2015/4/28,465000,3,2.5,2150,4084,2,USA
2824079053,2015/4/29,440000,3,2.5,1910,66211,2,USA
1222069094,2015/4/30,385000,3,1.75,1350,155073,1,USA
3542300060,2015/5/1,210000,3,1,860,11725,1,USA
2222059065,2015/5/2,297000,3,2.5,1940,14952,2,USA
7551300060,2015/5/3,470000,3,1,1010,5000,1,USA
100600550,2015/5/4,226500,3,1.5,1300,7370,1,USA
3211100860,2015/5/5,274250,3,1,910,8450,1,USA
3456000310,2015/5/6,840000,4,1.75,2480,11010,1,USA
9526600140,2015/5/7,677900,3,2.5,2440,4587,2,USA
7465900060,2015/5/8,425000,3,1,1010,5864,1,USA
1222000055,2015/5/9,180250,2,0.75,900,9600,1,USA
6300000550,2015/5/10,464000,6,3,2300,3404,2,USA
2310030510,2015/5/11,320000,4,2.25,1550,7579,2,USA
1025049114,2015/5/12,625504,3,2.25,1270,1566,2,USA
8677300550,2015/5/13,592500,4,2.5,2240,12032,1,USA
4014400292,2015/5/14,465000,3,2.5,2714,17936,2,USA
1102000196,2015/5/15,477000,4,2.75,1720,6270,2,USA
257000138,2015/5/16,280000,2,1,850,16400,1,USA
46100204,2015/5/17,1505000,5,3,3300,33474,1,USA
1909600046,2015/5/18,445838,3,2.5,2250,5692,2,USA
1250202145,2015/5/19,1072000,2,2.25,3900,14864,1,USA
7611200125,2015/5/20,467000,2,1.5,1320,10800,1,USA
5611500140,2015/5/21,686000,4,2.5,2760,6440,2,USA
7138000260,2015/5/22,279950,3,2,1750,9750,1,USA
626059335,2015/5/23,527000,4,2.25,2330,19436,2,USA
1922059282,2015/5/24,325000,3,2.25,2220,16020,1,USA
705700390,2015/5/25,328000,3,2.25,2020,8379,2,USA
7454001200,2015/5/26,390000,3,2.25,1250,7500,1,USA
8682281200,2015/5/27,479950,2,2,1510,6516,1,USA
7972000200,2015/5/28,264950,4,2.25,1720,9753,1,USA
722059070,2015/5/29,235000,3,1,1430,15246,1,USA
7202340400,2015/5/30,516500,3,2.5,1480,4729,2,USA
8096000060,2015/5/31,655000,2,1.75,1450,15798,2,USA
2424000060,2015/6/1,500000,4,2.75,2280,15347,1,USA
9264902050,2015/6/2,315000,6,2.75,2940,7350,1,USA
943100260,2015/6/3,213000,2,1,1000,10200,1,USA
3677400445,2015/6/4,475000,3,1.5,2480,5280,1.5,USA
1762600320,2015/6/5,1025000,5,4,3760,28040,2,USA
4058000060,2015/6/6,416000,3,2,2220,94300,1,USA
7228500560,2015/6/7,410000,4,1,1970,4740,1.5,USA
326069104,2015/6/8,800000,3,3.5,3830,221284,2,USA
5152100060,2015/6/9,472000,6,2.5,4410,14034,1,USA
3584000310,2015/6/10,225000,3,1.75,1430,8505,1,USA
8150100045,2015/6/11,210000,2,1,830,6000,1,USA
1868901275,2015/6/12,455000,2,1,1430,5000,1.5,USA
6131600075,2015/6/13,225000,3,1,1300,8316,1,USA
9468200125,2015/6/14,480000,2,1,1030,3060,1,USA
8029510030,2015/6/15,363000,3,2.5,2740,11872,2,USA
2025069065,2015/6/16,2400000,4,2.5,3650,8354,1,USA
7899800890,2015/6/17,181000,2,1.5,720,5120,1,USA
3021059276,2015/6/18,250000,4,2,2010,7312,1,USA
3797001895,2015/6/19,481000,3,1.75,1560,3000,1,USA
3832710960,2015/6/20,260000,3,2,1810,7209,1,USA
1310430400,2015/6/21,455000,4,2.5,3360,7685,2,USA
1422300030,2015/6/22,415000,3,2.25,1510,36224,2,USA
1105000588,2015/6/23,349500,3,1,1400,3538,1,USA
3830630060,2015/6/24,245000,3,2.5,1730,7442,2,USA
5101404898,2015/6/25,592500,2,2,1420,9191,1.5,USA
7972601890,2015/6/26,385000,4,1.75,2360,7620,1,USA
5127001620,2015/6/27,315000,3,1.75,1580,11455,1,USA
9407100800,2015/6/28,255000,3,1,1230,10170,1,USA
1873100060,2015/6/29,693000,4,2.5,2460,4425,2,USA
8722101360,2015/6/30,780000,3,1,1660,4400,1.5,USA
8644000060,2015/7/1,237000,3,1.75,1270,8470,1,USA
3325069129,2015/7/2,525000,3,2.25,2100,40510,2,USA
1400300055,2015/7/3,425000,2,1,770,5040,1,USA
2123039032,2015/7/4,369900,1,0.75,760,10079,1,USA
8078560140,2015/7/5,290000,4,2.5,1700,7280,2,USA
3438500192,2015/7/6,285000,3,1,1120,10701,1,USA
7974200510,2015/7/7,415000,2,1,1070,4500,1,USA
2557000400,2015/7/8,272500,3,2.5,2070,9900,1,USA
7960900060,2015/7/9,2900000,4,3.25,5050,20100,1.5,USA
4054500390,2015/7/10,1365000,4,4.75,5310,57346,2,USA
6378500125,2015/7/11,436000,2,1,1040,7538,1,USA
1745100140,2015/7/12,210000,3,1,1700,11390,1,USA
2976800796,2015/7/13,236000,3,1,1300,5898,1,USA
4235400186,2015/7/14,331000,3,1.75,1080,1306,1,USA
4215100060,2015/7/15,365000,3,2.5,2653,4510,2,USA
9189700045,2015/7/16,450000,3,2,2290,16258,1,USA
1126049053,2015/7/17,770000,4,2.75,3820,26300,2,USA
2022069200,2015/7/18,455000,4,2.5,2210,49375,1,USA
9412900055,2015/7/19,405000,3,1.75,2390,6000,1,USA
1722059235,2015/7/20,304900,4,1.75,2600,11325,1,USA
6874200960,2015/7/21,170000,2,1,860,5265,1,USA
7424700045,2015/7/22,2050000,5,3,3830,8480,2,USA
7202360350,2015/7/23,780000,4,2.5,3500,7048,2,USA
5634500392,2015/7/24,330000,3,3,2420,13959,1,USA
1509500060,2015/7/25,370000,4,2.5,2720,8666,2,USA
7214810350,2015/7/26,467000,5,2.25,2500,13500,1,USA
6647200060,2015/7/27,405000,3,1.75,1670,6720,1,USA
9552700140,2015/7/28,675000,5,2.25,2900,10300,1,USA
2200500350,2015/7/29,500000,2,1,1640,14100,1,USA
6113400046,2015/7/30,389999,4,2.5,1890,15770,2,USA
6619910140,2015/7/31,630000,4,1.75,2950,9025,1,USA
1115450240,2015/8/1,360000,4,2.5,2160,9528,2,USA
6073240060,2015/8/2,580000,4,3,3280,11060,2,USA
9297300045,2015/8/3,550000,3,2,1970,4166,2,USA
9510920070,2015/8/4,879000,4,2.5,3360,22111,2,USA
5468730030,2015/8/5,265000,3,2,1320,8959,1,USA
8079030390,2015/8/6,446500,3,2.5,2650,7286,2,USA
600000152,2015/8/7,404000,3,1.5,2030,8880,1,USA
8802400411,2015/8/8,249000,3,1,1050,8498,1,USA
2953000090,2015/8/9,244900,3,1.5,1360,9980,1,USA
7657600025,2015/8/10,289900,3,1,1180,7068,1,USA
8118600025,2015/8/11,552500,4,1,1560,7980,1,USA
326069118,2015/8/12,760000,4,2.5,3300,165528,2,USA
2902200838,2015/8/13,440000,2,2.75,1100,1088,2,USA
798000062,2015/8/14,286000,3,1.75,1770,9000,1,USA
3298700941,2015/8/15,260000,3,1,1200,4592,1,USA
114100155,2015/8/16,355000,2,2.25,1330,10838,2,USA
5151600360,2015/8/17,318000,3,1.75,1570,12506,1,USA
523049106,2015/8/18,255000,2,1,1610,19965,1,USA
3751600025,2015/8/19,139000,3,1,1100,17334,1,USA
6918730230,2015/8/20,485000,4,2.25,1810,7068,2,USA
3226079059,2015/8/21,549950,3,1.75,2930,266587,2,USA
9521100880,2015/8/22,588000,3,1.5,1780,4200,1.5,USA
425049146,2015/8/23,975000,3,2.5,3050,7410,1.5,USA
3630010040,2015/8/24,402000,3,2,1540,1827,2,USA
6620400025,2015/8/25,245000,3,1,1380,9875,1,USA
8886000021,2015/8/26,445000,3,1.75,1890,32340,1.5,USA
766800090,2015/8/27,195000,3,1.75,1570,8459,1,USA
4022900571,2015/8/28,385000,5,2,2540,11750,1,USA
2206700165,2015/8/29,450000,3,1.5,1520,7903,1,USA
4151800530,2015/8/30,1090000,4,2.5,2780,6837,2,USA
8122600195,2015/8/31,396675,2,1,1730,6375,2,USA
5379805160,2015/9/1,242000,5,2.25,2340,7494,1,USA
323089095,2015/9/2,380000,3,1.75,1300,12378,1,USA
9000025,2015/9/3,496000,2,1,1420,4635,2,USA
8835200330,2015/9/4,399950,3,2.5,1470,4488,2,USA
1239400064,2015/9/5,895000,4,2.5,2850,8526,2,USA
2719100115,2015/9/6,690000,3,2,2360,6149,2,USA
5589300361,2015/9/7,270000,3,1.5,1610,8375,2,USA
2523069146,2015/9/8,349900,3,2,2420,38781,1,USA
3630020090,2015/9/9,454280,3,2.5,1470,1741,2,USA
1775700011,2015/9/10,390000,3,2.5,1410,26375,1,USA
9264921110,2015/9/11,275000,3,1.75,1840,14005,1,USA
6837820330,2015/9/12,300000,4,2.5,2450,8932,2,USA
6822100750,2015/9/13,700000,3,1.75,1500,6000,1,USA
6769200040,2015/9/14,520000,3,1.75,2080,6609,1,USA
1668500090,2015/9/15,715000,3,2.5,2770,39529,2,USA
5104530220,2015/9/16,404000,3,2.5,2370,4324,2,USA
726059048,2015/9/17,490500,3,2,3000,21883,2,USA
8835401250,2015/9/18,1485000,6,2.75,4430,6440,2,USA
6821100090,2015/9/19,557800,4,1.75,1550,6000,1,USA
5072400100,2015/9/20,571000,4,2.25,2290,9900,1,USA
2781200090,2015/9/21,410000,4,2.5,2560,4020,2,USA
4006000580,2015/9/22,225000,3,1.5,1240,5506,1,USA
3825310530,2015/9/23,700000,4,2.5,2590,4498,2,USA
3797000745,2015/9/24,500000,3,1,1370,3500,1.5,USA
7550801207,2015/9/25,536500,2,2,1360,1860,1,USA
2468800040,2015/9/26,330000,3,2.5,2060,25046,1,USA
8092700230,2015/9/27,249950,3,1.75,1120,15210,1,USA
4435000490,2015/9/28,249000,4,1.75,1630,8410,1.5,USA
3686900025,2015/9/29,249000,3,1.75,1590,7535,1.5,USA
2450500110,2015/9/30,780000,4,1.75,2480,9195,1,USA
1257200315,2015/10/1,1200000,4,2.5,2700,4275,2,USA
3876312370,2015/10/2,434500,3,1.75,1930,7210,1,USA
2821079081,2015/10/3,590000,4,2,2490,339332,1,USA
7550800915,2015/10/4,417200,2,1,1000,4000,1,USA
7504010750,2015/10/5,649990,4,2.25,2130,11900,2,USA
1175000110,2015/10/6,506000,2,1,1060,3588,1,USA
9320990090,2015/10/7,348000,3,2.5,1730,4004,2,USA
3791400100,2015/10/8,301000,4,2.5,2810,6146,2,USA
6021503885,2015/10/9,427550,2,1,880,4000,1,USA
7979900552,2015/10/10,361000,3,1,1040,6720,1.5,USA
5101405340,2015/10/11,460000,2,2.5,1830,8107,1,USA
5016003146,2015/10/12,958000,4,3.5,1800,6400,2,USA
2734100065,2015/10/13,445000,5,1.75,2460,6846,1.5,USA
8029650040,2015/10/14,373000,3,2.5,1670,3565,2,USA
6204410150,2015/10/15,525000,4,2.25,2660,7957,1,USA
662310620,2015/10/16,364988,3,2.5,2850,12593,2,USA
924000040,2015/10/17,324000,2,1,820,8370,1,USA
3333500096,2015/10/18,625000,4,3,2350,5627,1,USA
349400100,2015/10/19,237500,3,1.75,1480,7830,1,USA
3876000970,2015/10/20,429300,6,2.25,2930,15949,1,USA
7883603425,2015/10/21,155000,3,1,1250,6250,1,USA
923000580,2015/10/22,614000,4,2.75,2760,8160,1.5,USA
6635000110,2015/10/23,650000,3,2.5,2380,3332,2,USA
7000100775,2015/10/24,625000,3,2,1730,12219,1,USA
6383000690,2015/10/25,587100,3,2.25,1670,6414,1,USA
9113600210,2015/10/26,380000,4,2.5,2150,37647,2,USA
5249804760,2015/10/27,479500,2,1,930,5760,1,USA
3364900156,2015/10/28,382888,1,1,620,2380,1,USA
117000001,2015/10/29,540000,4,4.25,1960,3565,2,USA
7555200230,2015/10/30,691000,4,2.75,2550,8632,1,USA
9178600360,2015/10/31,760500,3,2,1990,3990,1,USA
7853301570,2015/11/1,685000,4,2.5,3550,10968,2,USA
5066400564,2015/11/2,199129,3,1,860,33664,1,USA
9264950600,2015/11/3,335000,3,3,2031,7702,2,USA
4010800110,2015/11/4,305100,3,2,1590,35988,1,USA
1546600120,2015/11/5,830000,4,2.25,3010,12202,1,USA
4139440100,2015/11/6,810000,3,2.5,2610,8481,2,USA
1939050110,2015/11/7,500000,3,2.25,1440,15661,1,USA
6126601445,2015/11/8,490000,3,1.75,1920,5405,1,USA
9274200620,2015/11/9,490000,2,1.75,1670,4200,2,USA
2868300061,2015/11/10,272000,4,1.75,1390,10660,1,USA
3831200210,2015/11/11,280000,3,2.25,2140,7200,2,USA
7301300150,2015/11/12,233000,3,1,1250,6180,1.5,USA
3368900084,2015/11/13,275000,3,1,1080,6000,1,USA
8856500220,2015/11/14,375000,3,3.25,2760,6420,2,USA
9527310110,2015/11/15,445000,3,2.75,2180,3703,2,USA
2767604712,2015/11/16,437500,3,2.5,1260,1125,3,USA
3336001515,2015/11/17,426250,4,1,1610,6000,1.5,USA
5103900015,2015/11/18,358000,3,1.5,2450,12497,1,USA
1025069255,2015/11/19,1175000,4,3.5,4150,49503,2,USA
2724069010,2015/11/20,305000,2,1,960,8276,1,USA
8682262170,2015/11/21,415000,2,1.75,1340,4664,1,USA
1773100755,2015/11/22,520000,11,3,3000,4960,2,USA
8691390770,2015/11/23,733000,4,3.5,3080,5974,2,USA
7771300085,2015/11/24,411500,3,1,1130,8159,1,USA
9194101388,2015/11/25,540000,3,1.75,2280,16671,1.5,USA
7633400110,2015/11/26,270500,3,1.5,1952,8613,1,USA
2767704302,2015/11/27,422250,2,1.5,1280,1256,2,USA
8562970040,2015/11/28,655000,5,3.25,3690,12353,2,USA
8562720410,2015/11/29,1200000,5,3.25,4610,10576,2,USA
120069059,2015/11/30,550000,3,2.5,2920,169448,2.5,USA
9828702513,2015/12/1,460000,2,2.25,1230,929,2,USA
7812800515,2015/12/2,159075,4,1.5,1580,6200,1,USA
3363900155,2015/12/3,470000,2,1,1220,4000,1.5,USA
9448300061,2015/12/4,235000,2,1,1020,7920,1,USA
1840300100,2015/12/5,309950,2,1.5,1510,9843,1,USA
4246000180,2015/12/6,433000,4,1.75,1830,9600,1,USA
7856000110,2015/12/7,895000,3,2.5,2750,10000,1,USA
2422059111,2015/12/8,291000,3,1.5,1860,60960,1,USA
1925069199,2015/12/9,835000,3,2.5,2720,13124,2,USA
2771603940,2015/12/10,640000,2,1,1360,5000,1,USA
6028000090,2015/12/11,438000,3,2.25,2340,14279,1,USA
5126310110,2015/12/12,540000,4,2.5,2600,9935,2,USA
7520000616,2015/12/13,325000,4,2.5,2090,7434,1,USA
3343900120,2015/12/14,380000,4,1.75,2260,7200,1.5,USA
714000195,2015/12/15,510000,2,1,1390,5544,1,USA
2310100230,2015/12/16,380000,4,2.5,2300,7707,2,USA
7856600900,2015/12/17,825000,4,2.5,2810,9800,1,USA
926069192,2015/12/18,880000,4,3.25,4060,52707,2,USA
3343302110,2015/12/19,1800000,3,3,2790,13295,2,USA
5100403405,2015/12/20,790000,3,1,1290,6380,1.5,USA
3298700302,2015/12/21,287000,2,1.5,720,4346,1,USA
3333001430,2015/12/22,509000,3,3,2130,5000,1.5,USA
8849700040,2015/12/23,270000,3,2.25,1750,8400,1,USA
3256400051,2015/12/24,210000,3,2,960,9380,1,USA
7283900551,2015/12/25,415000,3,1,1570,11752,1.5,USA
5067400032,2015/12/26,550000,3,2.5,3070,14400,1,USA
1370801020,2015/12/27,1250000,4,2.5,2920,5500,1,USA
3852900026,2015/12/28,499950,3,1,1870,4984,1,USA
